id,created_at,slug,name,remote_category
1033,2014-11-18 21:36:41.000000,assistencia-tecnica/geladeira-e-freezer/samsung/dentro-da-garantia,Assistências Técnicas para Geladeira e Freezer Samsung,false
1037,2014-11-18 21:36:42.000000,assistencia-tecnica/impressora/hp/dentro-da-garantia,Assistências Técnicas para Impressora HP,false
1041,2014-11-18 21:36:42.000000,assistencia-tecnica/lava-louca/ge/dentro-da-garantia,Assistências Técnicas para Lava Louça GE,false
1045,2014-11-18 21:36:42.000000,assistencia-tecnica/lava-roupa/wanke/dentro-da-garantia,Assistências Técnicas para Lava Roupa Wanke,false
1049,2014-11-18 21:36:42.000000,assistencia-tecnica/outros/brastemp/dentro-da-garantia,Assistências Técnicas para produtos Brastemp,false
1053,2014-11-18 21:36:42.000000,assistencia-tecnica/tablet/acer/dentro-da-garantia,Assistências Técnicas para Tablet Acer,false
1057,2014-11-18 21:36:42.000000,assistencia-tecnica/tablet/hp/dentro-da-garantia,Assistências Técnicas para Tablet HP,false
1061,2014-11-18 21:36:43.000000,assistencia-tecnica/telefone-nao-celular/intelbras/dentro-da-garantia,Assistências Técnicas para Telefone Intelbras,false
1065,2014-11-18 21:36:43.000000,assistencia-tecnica/video-game/sony-playstation/dentro-da-garantia,Assistências Técnicas para Videogame Sony Playstation,false
1069,2014-11-18 21:36:43.000000,aulas/concursos/idiomas/remoto,Aulas de Idiomas para Concursos,true
1073,2014-11-18 21:36:43.000000,aulas/escolares-e-reforco/ciencias/remoto,Professores particulares de Ciências,true
1077,2014-11-18 21:36:44.000000,aulas/musica/bateria/remoto,Professores de Bateria,true
1081,2014-11-18 21:36:44.000000,aulas/musica/teclado/remoto,Professores de Teclado,true
1085,2015-01-28 16:16:16.000000,reformas-e-reparos/tapeceiro/conserto-estrutura,Tapeceiros para Conserto,false
1090,2015-01-29 18:54:11.000000,eventos/buffet-completo/casamento,Buffets,false
1094,2015-01-29 19:37:05.000000,eventos/buffet-completo/aniversario/somente-espaco,Buffets,false
1099,2015-04-01 20:10:42.000000,reformas-e-reparos/marceneiro/pisos-e-decks,Marceneiros,false
1103,2015-04-01 20:32:54.000000,reformas-e-reparos/pintor/casa-ou-apartamento/externo,Pintores,false
1107,2015-04-01 21:31:45.000000,reformas-e-reparos/terraplanagem,Especialistas em Terraplanagem,false
1111,2015-04-01 22:23:22.000000,reformas-e-reparos/impermeabilizador,Impermeabilizadores,false
1116,2015-04-01 22:41:31.000000,assistencia-tecnica/telefonia-pabx,Assistências Técnicas para Telefonia PABX,false
1120,2015-04-02 21:12:18.000000,familia/motorista/carro/motorista-sem-veiculo-proprio,Motoristas,false
1124,2015-04-14 17:11:08.000000,automoveis/martelinho-de-ouro,especialistas em martelinho de ouro,false
1128,2015-04-14 18:14:34.000000,automoveis/alarme,especialistas em instalação de alarmes automotivos,false
1132,2015-05-14 18:52:12.000000,familia/motorista/van/motorista-sem-veiculo-proprio,Motoristas de van,false
