id,request_id,city,uf,neighborhood,latitude,longitude
7242287,5922381,Belém,PA,Pedreira,-1.4287403,-48.4693781
7242299,5922392,Guarulhos,SP,Jardim Presidente Dutra,-23.4164225,-46.4357634
7242495,5922565,Juiz de Fora,MG,Serra D'Água,-21.7623368,-43.3830425
7242515,5922583,São Paulo,SP,Chácara Inglesa,-23.6076803,-46.630472
7242611,5922661,São Paulo,SP,Brás,-23.5382353,-46.6008328
7242619,5922669,Rio de Janeiro,RJ,Jacarepaguá,-22.9701295,-43.3858923
7242627,5922675,São Paulo,SP,Jardim Ingá,-23.6326789,-46.7455806
7242663,5922704,Rio de Janeiro,RJ,Pavuna,-22.8203893,-43.3605801
7242767,5922791,São Paulo,SP,Vila da Paz,-23.6907961,-46.6965434
7242787,5922808,Campinas,SP,Cambuí,-22.8940962,-47.0584345
7242847,5922852,São Paulo,SP,Cidade Nova Heliópolis,-23.6079805,-46.5916517
7243111,5923069,São Paulo,SP,Vila Paulista II,-23.5759873,-46.4053047
7243195,5923142,Goiânia,GO,Vila Maria Luiza,-16.6874975,-49.2176313
7243551,5923461,Campo Grande,MS,Jardim Tijuca,-20.514339,-54.6616046
7243807,5923685,Luziânia,GO,Parque Estrela Dalva IX,-16.1489076,-47.9529641
7243823,5923700,Rio de Janeiro,RJ,Mangueira,-22.9060352,-43.2392391
7243871,5923745,São Paulo,SP,Vila Antonieta,-23.5669184,-46.51268
7244083,5923935,Curitiba,PR,Bacacheri,-25.3977996,-49.2345857
7244299,5924122,Taubaté,SP,Parque São Luís,-23.0007887,-45.5548386
7244391,5924204,Goiânia,GO,Vila Redenção,-16.7141835,-49.2430601
7244419,5924228,São Paulo,SP,Vila São Silvestre (Zona Leste),-23.4981233,-46.4467986
7244423,5924232,São Paulo,SP,Vila Alpina,-23.6004449,-46.5570677
7244519,5924312,São Paulo,SP,Bosque da Saúde,-23.6011702,-46.6318394
7244527,5924319,Niterói,RJ,Santa Rosa,-22.9048507,-43.0916846
7244539,5924329,Curitiba,PR,Boqueirão,-25.5179848,-49.2247465
7244551,5924340,Florianópolis,SC,São João do Rio Vermelho,-27.4839392,-48.4112683
7244583,5924370,Rio de Janeiro,RJ,,-22.8854380322447,-43.3645424991846
7244659,5924431,Contagem,MG,Linda Vista,-19.9098031,-44.0668275
7244703,5924464,Rio de Janeiro,RJ,Urca,-22.9464847,-43.1610673
7244747,5924503,São Paulo,SP,Vila Butantã,-23.5700663,-46.7449563
7244811,5924560,Campinas,SP,Jardim Bela Vista,-22.8765261,-47.0416514
7244943,5924670,Guarulhos,SP,Jardim Cumbica,-23.4499502,-46.4708387
7244963,5924686,Porto Alegre,RS,Tristeza,-30.1110891,-51.2446638
7245115,5924815,Rio de Janeiro,RJ,Freguesia (Jacarepaguá),-22.9439582,-43.3304825
7245135,5924835,São Paulo,SP,Vila Uberabinha,-23.6013493,-46.6700135
7245255,5924939,Osasco,SP,Piratininga,-23.5166139,-46.7865006
7245327,5925003,Rio de Janeiro,RJ,Santíssimo,-22.8759688,-43.526314
7245487,5925136,Caieiras,SP,Laranjeiras,-23.396019,-46.7179591
7245667,5925287,São José dos Campos,SP,Jardim Vale do Sol,-23.2563939,-45.911961
7245687,5925303,Goiânia,GO,Cidade Jardim,-16.6876522,-49.3002108
7245699,5925314,Porto Alegre,RS,Hípica,-30.1651163,-51.1948414
7245843,5925433,Rio de Janeiro,RJ,Recreio dos Bandeirantes,-23.0131614,-43.4532171
7246263,5925779,Contagem,MG,Glória,-19.9369092,-44.0466601
7246339,5925842,Campinas,SP,Mansões Santo Antônio,-22.8527586,-47.0508544
7246539,5926002,São Paulo,SP,Parque das Árvores,-23.7302535,-46.6970142
7246627,5926087,Lauro de Freitas,BA,,-12.8820575,-38.3148204
7247011,5926420,Curitiba,PR,Cachoeira,-25.3532631,-49.2563442
7247031,5926436,Rio de Janeiro,RJ,Galeão,-22.8126723,-43.2273908
7247087,5926486,Canoas,RS,Fátima,-29.9394316,-51.1874809
7247743,5927056,São Paulo,SP,Jardim São Luís,-23.6612041,-46.7428079
7247823,5927127,Santana de Parnaíba,SP,Tamboré,-23.4749335,-46.8351426
7247891,5927187,Itapevi,SP,Jardim Briquet,-23.5486691,-46.9158316
7247935,5927228,Rio de Janeiro,RJ,Copacabana,-22.9656919,-43.1806708
7247943,5927236,São Paulo,SP,Vila Leopoldina,-23.5294695,-46.738647
7248003,5927294,João Pessoa,PB,Jardim Oceania,-7.0756826,-34.8346201
7248019,5927310,Maceió,AL,Ponta Verde,-9.6651778,-35.7642109
7248111,5927394,São Paulo,SP,Conjunto Habitacional Fazenda do Carmo,-23.5687744,-46.419052
7248259,5927524,Osasco,SP,Munhoz Júnior,-23.5019766,-46.8085007
7248271,5927534,Porto Alegre,RS,Higienópolis,-30.0188553,-51.1827996
7248307,5927563,Belo Horizonte,MG,Santa Efigênia,-19.9229144,-43.9230978
7248511,5927741,São Paulo,SP,Vila Verde,-23.5182773,-46.4482288
7248631,5927847,Rio de Janeiro,RJ,Todos os Santos,-22.8925694,-43.2827397
7248659,5927874,Santos,SP,Castelo,-23.9492528,-46.3774484
7248683,5927896,São Paulo,SP,,-23.5335873198716,-46.5684871003032
7248855,5928043,São Bernardo do Campo,SP,Montanhão,-23.7164172,-46.5237288
7248923,5928103,São Paulo,SP,Vila Lúcia,-23.5919543,-46.5705519
7248931,5928110,Blumenau,SC,Vila Nova,-26.9013383,-49.0906355
7249023,5928191,Guarulhos,SP,Jardim Scyntila,-23.4415299,-46.5070886
7249059,5928221,Belo Horizonte,MG,Acaiaca,-19.8427863,-43.8929736
7249211,5928320,Osasco,SP,Bandeiras,-23.5590374,-46.8122064
7249231,5928334,Contagem,MG,Água Branca,-19.9330368,-44.0351428
7249283,5928377,Rio de Janeiro,RJ,Campo Grande,-22.8925609,-43.559251
7249587,5928607,São João de Meriti,RJ,Jardim Meriti,-22.7853044,-43.3679157
7249767,5928775,Cuiabá,MT,Cidade Alta,-15.6067708,-56.1216663
7249835,5928835,Rio de Janeiro,RJ,Maré,-22.8672792,-43.2407018
7249867,5928864,Rio de Janeiro,RJ,Copacabana,-22.9685008,-43.1899349
7249935,5928926,Niterói,RJ,Icaraí,-22.902791,-43.1025859
7250103,5929081,Florianópolis,SC,Canto,-27.5887054,-48.5840292
7250203,5929165,Rio de Janeiro,RJ,Ipanema,-22.9842425,-43.2049737
7250367,5929314,Brasília,DF,Sul (Águas Claras),-15.8422279,-48.0211432
7250419,5929362,São Paulo,SP,,-23.5119874090367,-46.3978764787316
7250595,5929519,Rio de Janeiro,RJ,Vila Valqueire,-22.8803989,-43.3655406
7250627,5929545,Porto Alegre,RS,Floresta,-30.0186721,-51.1962377
7250855,5929741,Sete Lagoas,MG,Iporanga,-19.4901469,-44.2428996
7251007,5929884,Rio de Janeiro,RJ,Jacarepaguá,-22.9681807,-43.3927848
7251023,5929900,Campo Grande,MS,Carandá Bosque,-20.4507049,-54.5735282
7251231,5930086,Cuiabá,MT,Quilombo,-15.5859174,-56.0989078
7251287,5930136,Cuiabá,MT,Condomínio Florais Cuiabá Residencial,-15.5455214,-56.0920539
7251319,5930168,Fortaleza,CE,Manuel Sátiro,-3.7965986,-38.5805672
7251459,5930294,Belo Horizonte,MG,Mangueiras (Barreiro),-20.0168064,-44.033475
7251643,5930465,São Paulo,SP,Parque Císper,-23.4905156,-46.4939096
7251775,5930571,São Paulo,SP,Jardim Matarazzo,-23.4890349,-46.4739139
7251871,5930651,Brasília,DF,Setor Habitacional Vicente Pires,-15.8144774,-48.0286996
7251963,5930730,Rio Azul,PR,,-25.7267118,-50.7897463
7252491,5931188,Niterói,RJ,Itacoatiara,-22.9726957,-43.0320297
7252535,5931228,Nova Iguaçu,RJ,Austin,-22.7126844,-43.5268842
7252575,5931267,Porto Alegre,RS,Azenha,-30.0421208,-51.215556
7252799,5931451,São Paulo,SP,Jardim Campinas,-23.7729227,-46.7058644
7252843,5931490,São Paulo,SP,,-23.4955441642641,-46.6620556265116
7252975,5931609,Formoso,GO,,-13.6503427,-48.877987
7253055,5931673,São Paulo,SP,Sumaré,-23.5445118,-46.6847155
7253339,5931924,São Paulo,SP,Vila Matilde,-23.5377067,-46.5235814
7253455,5932025,São Paulo,SP,Vila Clementino,-23.5930946,-46.6430966
7253771,5932315,Porto Alegre,RS,Auxiliadora,-30.030604,-51.1803233
7253791,5932333,São Bernardo do Campo,SP,Montanhão,-23.719308,-46.5261833
7253795,5932336,São Paulo,SP,Jardim Maria Duarte,-23.6180726,-46.7513603
7253911,5932443,Juiz de Fora,MG,Benfica,-21.6905501,-43.4417187
7253927,5932459,Niterói,RJ,Ingá,-22.9032499,-43.1221213
7254047,5932558,Rio de Janeiro,RJ,Copacabana,-22.9773898,-43.1961263
7254455,5932924,Fortaleza,CE,Álvaro Weyne,-3.7186732,-38.5687263
7254599,5933049,Rio de Janeiro,RJ,Grajaú,-22.927721,-43.2614087
7254691,5933128,Belo Horizonte,MG,Ouro Preto,-19.8730395,-43.9910784
7254855,5933277,Rio de Janeiro,RJ,Pitangueiras,-22.8181592,-43.1807701
7255015,5933420,Itaquaquecetuba,SP,Jardim do Carmo,-23.4895501,-46.3720869
7255071,5933468,Piracicaba,SP,Alto,-22.7284099,-47.6386031
7255159,5933548,Cuiabá,MT,Distrito Industrial,-15.6665052,-55.9780968
7255331,5933700,São Paulo,SP,Campo Belo,-23.6208217,-46.676881
7255503,5933854,São Paulo,SP,Jardim Itapeva,-23.6657848,-46.6881378
7255763,5934081,Belo Horizonte,MG,Belmonte,-19.8514572,-43.9024071
7255815,5934123,Goiânia,GO,Conjunto Vera Cruz,-16.6688301,-49.3844891
7255831,5934139,Aracaju,SE,Luzia,-10.941524,-37.0750747
7255939,5934233,Coruripe,AL,,-10.1249995,-36.1761498
7256283,5934521,Mauá,SP,Alto da Boa Vista,-23.6493222,-46.4486722
7256347,5934576,Salvador,BA,Piatã,-12.9484591,-38.3811617
7256515,5934728,São João de Meriti,RJ,Parque São Nicolau,-22.8123925,-43.3850731
7256583,5934792,Rio de Janeiro,RJ,Zumbi,-22.8196361,-43.1768783
7256663,5934862,São Gonçalo,RJ,Centro,-22.8195863,-43.0490221
7256675,5934869,Arujá,SP,Recanto Primavera,-23.425308,-46.3662854
7256711,5934898,Campinas,SP,Residencial Terras do Barão,-22.9099384,-47.0626332
7256743,5934926,Porto Alegre,RS,São João,-30.0146599,-51.1832454
7256863,5935026,Guarulhos,SP,Vila Barros,-23.4469632,-46.5035698
7256939,5935093,Salvador,BA,Paripe,-12.8433179,-38.463075
7257075,5935214,Aragoiânia,GO,,-16.909152,-49.4480992
7257167,5935296,Viamão,RS,Passo do Vigário,-30.0761033,-51.0015255
7257199,5935325,Diadema,SP,Conceição,-23.7032334,-46.6230575
7257203,5935328,São Paulo,SP,Jardim Taquaral,-23.6627348,-46.6901775
7257467,5935542,Mogi Guaçu,SP,Jardim Santa Terezinha II,-22.3364657,-46.9251559
7257635,5935676,Rio de Janeiro,RJ,Tijuca,-22.9222673,-43.2247217
7257903,5935906,Carapicuíba,SP,Vila Lourdes,-23.5280141,-46.8596489
7257907,5935910,Balneário Camboriú,SC,Municípios,-27.0067422,-48.6337888
7257947,5935949,São Paulo,SP,Vila Bela,-23.597148,-46.5733422
7257959,5935960,Rio de Janeiro,RJ,Taquara,-22.9175691,-43.405576
7258055,5936045,Nova Iguaçu,RJ,Jardim Alvorada,-22.7590237,-43.4838533
7258183,5936161,São Paulo,SP,Jardim Vila Formosa,-23.5683448,-46.5190613
7258263,5936228,São Paulo,SP,Jardim Germânia,-23.6555946,-46.7623798
7258415,5936353,Rio de Janeiro,RJ,Quintino Bocaiúva,-22.8869729,-43.3130151
7258607,5936523,Goiânia,GO,Setor Campinas,-16.6590944,-49.2911154
7258683,5936580,Colombo,PR,Arruda,-25.3255564,-49.2372883
7258747,5936637,Rio de Janeiro,RJ,Praça Seca,-22.8989745,-43.3686311
7258791,5936676,Aporé,GO,,-18.7900198,-52.0639245
7258867,5936743,São Paulo,SP,Vila Bela Vista (Zona Norte),-23.4669876,-46.6566356
7258943,5936806,Niterói,RJ,,-22.9298335481625,-43.010510019958
7258999,5936848,São Paulo,SP,Tatuapé,-23.5378403,-46.5788763
7259079,5936917,Anchieta,ES,,-20.8006667,-40.644506
7259163,5936989,São Paulo,SP,Vila Clementino,-23.5996767,-46.6414013
7259231,5937042,Nova Lima,MG,Boa Vista,-19.9757861,-43.8559573
7259547,5937327,Joinville,SC,Anita Garibaldi,-26.3161259,-48.8575614
7259587,5937362,São Bernardo do Campo,SP,Assunção,-23.7218263,-46.5619608
7259667,5937435,Salvador,BA,Pirajá,-12.9040323,-38.4606805
7259703,5937466,Vila Velha,ES,Cocal,-20.3621922,-40.3084537
7259859,5937603,Cabo Frio,RJ,Braga,-22.8638865,-42.0082284
7259955,5937683,São Paulo,SP,Vila Olímpia,-23.6014631,-46.6758463
7259991,5937712,Carapicuíba,SP,Jardim Marilu,-23.5744961,-46.8276527
7260175,5937862,Belo Horizonte,MG,Floramar,-19.832042,-43.9372526
7260267,5937946,Santos,SP,José Menino,-23.9675051,-46.3504874
7260399,5938056,São Paulo,SP,Jardim Germânia,-23.6585057,-46.7600597
7260423,5938075,Taboão da Serra,SP,Jardim Santa Terezinha,-23.6013861,-46.7576348
7260459,5938108,Porto Alegre,RS,Bela Vista,-30.03568,-51.1898648
7260587,5938217,Rio de Janeiro,RJ,Barra da Tijuca,-23.0054037,-43.3300777
7260627,5938254,Osasco,SP,Rochdale,-23.5050629,-46.7826754
7260871,5938455,Porto Alegre,RS,Partenon,-30.0589301,-51.1607282
7261031,5938603,Salvador,BA,Candeal,-12.9913964,-38.4777656
7261043,5938613,São Paulo,SP,Parque da Mooca,-23.567671,-46.5941349
7261099,5938660,Salvador,BA,Praia Grande,-12.874328,-38.4755742
7261203,5938751,Sorocaba,SP,Jardim Gonçalves,-23.4928855,-47.4267134
7261207,5938754,Recife,PE,Jardim São Paulo,-8.0862431,-34.9436607
7261223,5938768,Recife,PE,Nova Descoberta,-8.0011111,-34.9334229
7261275,5938813,Belo Horizonte,MG,Planalto,-19.8433783,-43.9460478
7261355,5938877,Salvador,BA,Águas Claras,-12.8824255,-38.429579
7261623,5939112,São Paulo,SP,Vila Esperança,-23.5260837,-46.5196391
7261815,5939275,Goianésia,GO,Residencial Ipês,-15.3184049,-49.1238872
7262007,5939433,Manaus,AM,Aleixo,-3.0984541,-60.0040218
7262043,5939464,Jacareí,SP,Jardim Califórnia,-23.2750458,-45.9510686
7262147,5939562,São Paulo,SP,Chácara Três Meninas,-23.4754849,-46.42733
7262175,5939586,São Paulo,SP,Vila Nova Galvão,-23.4537609,-46.5745355
7262803,5940109,Campo Grande,MS,Coophavila II,-20.5386531,-54.6710994
7262835,5940136,Florianópolis,SC,Saco Grande,-27.5401169,-48.5037206
7262963,5940249,São Paulo,SP,Jardim São Francisco (Zona Leste),-23.4981827,-46.5294045
7263147,5940403,Guarulhos,SP,Jardim Munhoz,-23.4949263,-46.5579833
7263263,5940496,Juiz de Fora,MG,Santa Helena,-21.7648607,-43.353901
7263383,5940590,Serra,ES,Jardim Carapina,-20.2305656,-40.2859658
7263435,5940634,Jaboatão dos Guararapes,PE,Sucupira,-8.1050794,-34.9656544
7263447,5940644,Ribeirão Preto,SP,Parque Industrial Avelino Alves Palma,-21.1181106,-47.7824234
7263595,5940766,Rio de Janeiro,RJ,Barra da Tijuca,-23.008182,-43.4295907
7263623,5940789,São Paulo,SP,Vila Aparecida,-23.5060557,-46.4415313
7263775,5940915,Belo Horizonte,MG,Ápia,-19.9166813,-43.9344931
7263851,5940985,Rio de Janeiro,RJ,Santa Cruz,-22.9555668,-43.6874085
7264187,5941267,Rio de Janeiro,RJ,Pavuna,-22.8078975,-43.3652976
7264211,5941287,Sabará,MG,Ana Lúcia,-19.9129245,-43.8747079
7264399,5941461,Recife,PE,Imbiribeira,-8.1073477,-34.9132317
7264403,5941464,São Paulo,SP,Parque dos Bancários,-23.592728,-46.5148043
7264451,5941507,Belo Horizonte,MG,Havaí,-19.9633112,-43.9685408
7264511,5941559,Belo Horizonte,MG,,-19.87330755696,-44.0085707232356
7264739,5941763,Santos,SP,Macuco,-23.9654348,-46.3068647
7264747,5941771,Belo Horizonte,MG,Carlos Prates,-19.9090235,-43.9613323
7264839,5941853,Ribeirão Preto,SP,Centro,-21.1774558,-47.8063571
7264887,5941895,Rio de Janeiro,RJ,Vila Kosmos,-22.8530272,-43.3097047
7265019,5942009,São Paulo,SP,Lauzane Paulista,-23.4792756,-46.6378953
7265031,5942021,Parnamirim,RN,Nova Parnamirim,-5.8973221,-35.1975966
7265091,5942076,Belo Horizonte,MG,Santana do Cafezal,-19.9352523,-43.9102783
7265187,5942155,Nova Iguaçu,RJ,Riachão,-22.7473959,-43.5117635
7265371,5942308,São Paulo,SP,Ipiranga,-23.5783346,-46.6049606
7265415,5942345,Porto Alegre,RS,Protásio Alves,-30.0346471,-51.2176584
7265431,5942360,São Paulo,SP,,-23.5517967606428,-46.6548367962241
7265463,5942388,São Paulo,SP,Jardim Reimberg,-23.7517097,-46.6958708
7265507,5942428,Artur Nogueira,SP,,-22.573223,-47.1731269
7265523,5942442,Itapoá,SC,,-26.0799325127523,-48.6589404568076
7265727,5942620,Pitangui,MG,,-19.6824436,-44.890204
7265791,5942674,Santo André,SP,Parque João Ramalho,-23.6500441,-46.5062396
7265803,5942684,Salvador,BA,Parque Bela Vista,-12.9860192,-38.4711215
7265907,5942767,São Paulo,SP,Jardim São Jorge (Raposo Tavares),-23.5944677,-46.7857401
7266351,5943124,Rio de Janeiro,RJ,Paciência,-22.9250739,-43.6332018
7266383,5943152,Resende,RJ,Jardim Alegria,-22.4751465,-44.4963469
7266575,5943324,Guarulhos,SP,Jardim Santa Clara,-23.4466562,-46.5288848
7266651,5943383,Mogi das Cruzes,SP,Jundiapeba,-23.548836,-46.253759
7266683,5943409,Taboão da Serra,SP,Parque Monte Alegre,-23.6044382,-46.7712903
7266723,5943436,São Paulo,SP,Cerqueira César,-23.5588883,-46.6653398
7267035,5943695,São Paulo,SP,Americanópolis,-23.6837463,-46.6594257
7267087,5943737,São Paulo,SP,Vila Cruzeiro,-23.6416363,-46.7153107
7267103,5943751,Nova Iguaçu,RJ,Cacuia,-22.7327237,-43.5039571
7267187,5943824,CA 9 (Centro de Atividades),DF,,-15.7140806600768,-47.8852200508118
7267215,5943845,Cuiabá,MT,Osmar Cabral,-15.6098087,-55.9965536
7267259,5943884,Campo Grande,MS,Tiradentes,-20.4762087,-54.5764057
7267427,5944025,Manaus,AM,Aleixo,-3.0870246,-60.0042688
7267435,5944032,Barueri,SP,Jardim Tupanci,-23.4925731,-46.8704977
7267447,5944043,Rio de Janeiro,RJ,Copacabana,-22.9649706,-43.1825258
7267487,5944077,Curitiba,PR,Capão Raso,-25.5024408,-49.3019212
7267591,5944169,Itabuna,BA,Pontalzinho,-14.7877444,-39.2772931
7267643,5944214,Tocantinópolis,TO,,-6.3248673,-47.4228183
7267679,5944246,Florianópolis,SC,Saco Grande,-27.5436761,-48.500374
7267743,5944298,Viamão,RS,Centro,-30.0830019,-51.0262186
7267941,5944468,São Paulo,SP,Jardim Mitsutani,-23.6475794,-46.7844582
7267961,5944488,Jaboatão dos Guararapes,PE,Cajueiro Seco,-8.1655104,-34.9247385
7268125,5944632,Cuiabá,MT,Jardim Florianópolis,-15.545065,-56.0796429
7268169,5944671,São Paulo,SP,Vila Curuçá,-23.5037116,-46.4271742
7268549,5945012,Campinas,SP,Núcleo Residencial Três Estrelas,-22.9583637,-47.1690814
7268657,5945102,Brasília,DF,Setor Sul (Gama),-16.031524,-48.0754772
7268769,5945197,Curitiba,PR,Prado Velho,-25.4522585,-49.2538764
7268825,5945252,São Bernardo do Campo,SP,Assunção,-23.7179961,-46.5699105
7268937,5945352,Recife,PE,San Martin,-8.0688307,-34.9263912
7268949,5945363,Rio Negro,MS,,-19.4474869,-54.9863706
7268965,5945377,Fortaleza,CE,Presidente Kennedy,-3.7360186,-38.5667372
7269525,5945870,Várzea Grande,MT,Mapim,-15.6206148,-56.1670304
7269537,5945879,São Paulo,SP,Jardim Raposo Tavares,-23.6021024,-46.7863902
7269753,5946061,Fortaleza,CE,São Gerardo,-3.7303752,-38.5617301
7269793,5946093,Mogi das Cruzes,SP,Jardim Planalto,-23.5591149,-46.2272259
7269817,5946115,São Paulo,SP,Carandiru,-23.5055499,-46.6133462
7269845,5946140,Campo Grande,MS,Vila Bandeirante,-20.4745183,-54.6396695
7269945,5946227,São Paulo,SP,Vila Pompéia,-23.5306635,-46.6880464
7270073,5946338,Belo Horizonte,MG,Santa Efigênia,-19.9213518,-43.9132494
7270325,5946553,Rio de Janeiro,RJ,Recreio dos Bandeirantes,-23.0218271,-43.4731396
7270617,5946801,Itaquaquecetuba,SP,Vila Virgínia,-23.4910401,-46.3580327
7270677,5946855,Rio de Janeiro,RJ,Bangu,-22.881286,-43.471675
7270773,5946936,Foz do Iguaçu,PR,Jardim Estrela,-25.4821894,-54.5786546
7270833,5946979,São Paulo,SP,Vila Albertina,-23.4548255,-46.617152
7271001,5947119,Serra,ES,Eldorado,-20.1508468,-40.2600124
7271033,5947143,São Paulo,SP,Jardim Clímax,-23.641168,-46.6036794
7271037,5947146,Niterói,RJ,Camboinhas,-22.9565801,-43.0525653
7271041,5947150,São Paulo,SP,Cidade dos Bandeirantes,-23.5800847,-46.7478058
7271281,5947359,Rio de Janeiro,RJ,Oswaldo Cruz,-22.8689584,-43.3452453
7271349,5947407,Nova Petrópolis,RS,,-29.378234,-51.1115062
7271457,5947498,Porto Alegre,RS,Belém Novo,-30.2102065,-51.1729694
7271561,5947589,Salvador,BA,Stella Maris,-12.9415294,-38.3349161
7271581,5947606,Olinda,PE,Casa Caiada,-7.9939354,-34.8387101
7271697,5947711,Salvador,BA,Garcia,-12.9916465,-38.5078334
7271725,5947737,São Paulo,SP,Vila Carrão,-23.5525636,-46.5430346
7271729,5947741,Florianópolis,SC,Itacorubi,-27.5896164,-48.4949521
7271741,5947752,Contagem,MG,Santa Maria,-19.9699076,-44.0495101
7271749,5947760,Fortaleza,CE,José Bonifácio,-3.7385755,-38.5331783
7271813,5947820,Taboão da Serra,SP,Jardim Record,-23.6315935,-46.8016156
7271937,5947926,Rio de Janeiro,RJ,Itanhangá,-22.9772311,-43.3298011
7271941,5947930,Sorocaba,SP,Jardim Guaíba,-23.4569655,-47.4708958
7271985,5947970,Porto Alegre,RS,Jardim Carvalho,-30.059833,-51.1504341
7272057,5948035,Maranguape,CE,Preguiça,-3.8867962,-38.6903974
7272133,5948098,São Paulo,SP,Vila Carbone,-23.4948475,-46.679713
7272137,5948101,Fortaleza,CE,Parquelândia,-3.7406641,-38.5661343
7272397,5948324,São Paulo,SP,Vila Santa Catarina,-23.6507891,-46.6686707
7272405,5948332,Monte Mor,SP,,-22.9455303,-47.3126323
7272585,5948493,Florianópolis,SC,Agronômica,-27.5797462,-48.5432432
7272637,5948536,São Paulo,SP,Vila Progredior,-23.5873345,-46.7188693
7272865,5948731,Guarulhos,SP,Jardim Ottawa,-23.4488781,-46.4537256
7272909,5948772,Senhor do Bonfim,BA,,-10.459783,-40.1868956
7272925,5948788,São Paulo,SP,,-23.6536646867349,-46.7111682146788
7273009,5948866,São Paulo,SP,Vila Carolina,-23.4969321,-46.6810979
7273261,5949091,São Luís,MA,Ponta D'Areia,-2.491793,-44.3052981
7273357,5949170,Sorocaba,SP,Vila Barão,-23.4871623,-47.4790025
7273401,5949201,São João de Meriti,RJ,Coelho da Rocha,-22.7750819,-43.3824001
7273425,5949222,São Paulo,SP,Jardim Mitsutani,-23.6461578,-46.7878827
7273533,5949318,São Paulo,SP,,-23.6072916606894,-46.6358075290918
7273661,5949432,Rio de Janeiro,RJ,Botafogo,-22.9533559,-43.1897964
7273669,5949439,Boa Vista,RR,Pintolândia,2.8103092,-60.7504933
7273709,5949471,Engenheiro Coelho,SP,,-22.4893927,-47.2130215
7273913,5949645,São Paulo,SP,Cidade Dutra,-23.7127966,-46.7011612
7274053,5949755,São João Del Rei,MG,Bom Pastor,-21.1304036,-44.2310017
7274177,5949856,São José dos Campos,SP,Jardim das Indústrias,-23.2346822,-45.9290771
7274217,5949891,Cabreúva,SP,,-23.3058194,-47.1367011
7274233,5949902,Praia Grande,SP,Flórida,-24.0702726,-46.5720632
7274241,5949908,Curitiba,PR,Bigorrilho,-25.431321,-49.2921299
7274345,5949992,Itatiba,SP,Loteamento Parque da Colina II,-23.0159349,-46.8110141
7274349,5949996,São Paulo,SP,Vila Brasil,-23.5315976,-46.4426563
7274365,5950010,Balneário Pinhal,RS,,-30.2482877,-50.2345809
7274409,5950048,Rio de Janeiro,RJ,,-22.9066070240129,-43.5550886392593
7274433,5950069,São Paulo,SP,Parque Císper,-23.4956633,-46.4933418
7274705,5950290,Vitória,ES,Santo Antônio,-20.304379,-40.350949
7274757,5950333,Rio de Janeiro,RJ,Engenho Novo,-22.9113543,-43.2684721
7274905,5950460,Tubarão,SC,Centro,-28.4820271,-49.0068708
7274957,5950508,Diadema,SP,,-23.7143708868294,-46.6148705407977
7275193,5950711,Santa Maria,RS,Centro,-29.6935758,-53.8040327
7275237,5950750,Guarulhos,SP,Jardim Angélica,-23.448531,-46.4102479
7275365,5950868,Vitória,ES,Jardim da Penha,-20.285293,-40.2934678
7275409,5950911,Santo André,SP,Jardim Santo Alberto,-23.6349008,-46.4920402
7275669,5951147,Santos,SP,Gonzaga,-23.9668438,-46.3316928
7275809,5951267,Rio de Janeiro,RJ,Padre Miguel,-22.8847494,-43.4494868
7275937,5951380,Rio de Janeiro,RJ,Maracanã,-22.9142691,-43.2273483
7275969,5951411,São Paulo,SP,Jardim Piracuama,-23.6428832,-46.7605897
7275981,5951421,Tremembé,SP,,-22.9576323,-45.5479616
7276077,5951510,Rio de Janeiro,RJ,Campo Grande,-22.9131576,-43.5617372
7276101,5951528,Porto Alegre,RS,Vila Nova,-30.1285177,-51.2131889
7276181,5951600,Belo Horizonte,MG,Centro,-19.9223805,-43.9464021
7276185,5951603,Campinas,SP,Conjunto Residencial Souza Queiroz,-22.9498152,-47.1013644
7276189,5951606,Rio de Janeiro,RJ,Barra da Tijuca,-23.0077964,-43.4379456
7276213,5951628,Goiânia,GO,,-16.6769297204357,-49.2676587402821
7276261,5951674,Joinville,SC,Centro,-26.3015965,-48.8456946
7276277,5951688,Osasco,SP,Rochdale,-23.5131659,-46.7779607
7276281,5951692,São Paulo,SP,Cidade Antônio Estevão de Carvalho,-23.5229578,-46.461149
7276725,5952088,Poá,SP,Jardim América,-23.5103752,-46.3520552
7276813,5952168,Brasília,DF,Riacho Fundo I,-15.8833172,-48.0175172
7276941,5952274,São Paulo,SP,Saúde,-23.612561,-46.6279577
7277053,5952374,Sorocaba,SP,Jardim São Carlos,-23.529889,-47.4847231
7277057,5952377,Brasília,DF,Norte (Águas Claras),-15.8312498,-48.0157319
7277093,5952408,São Paulo,SP,Jardim São João (São Rafael),-23.5940013,-46.4397913
7277109,5952423,Santo André,SP,Campestre,-23.6404849,-46.5477208
7277261,5952557,São Paulo,SP,Jardim Santa Terezinha (Pedreira),-23.697878,-46.6426012
7277373,5952655,Lauro de Freitas,BA,,-12.8353704860437,-38.3302376791835
7277433,5952709,Carapicuíba,SP,Conjunto Habitacional Presidente Castelo Branco,-23.5290232,-46.8282028
7277445,5952720,São Paulo,SP,Pinheiros,-23.5645778,-46.6955067
7277465,5952735,Santo André,SP,Vila Luzita,-23.7050697,-46.5073055
7277537,5952800,Brasília,DF,Asa Sul,-15.8292973,-47.9087691
7277549,5952812,Restinga,SP,,-20.606069,-47.4836985
